# x,y
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.000000000000000056e-01
1.076581016588509659e-01,-1.234252877187444822e-02
9.285697905639224425e-02,-1.121273723211763246e-01
2.110435483900849618e-01,-3.845261169162977194e-02
1.850589607610042264e-01,-1.360139709305897282e-01
3.100614950867626729e-01,-7.383759639200435099e-02
2.758808407504163562e-01,-1.688194012225558427e-01
4.052274160172885109e-01,-1.154721206354224761e-01
3.652794197173069302e-01,-2.080853121149189855e-01
4.973554329820704112e-01,-1.610579591497134644e-01
4.535571696553672427e-01,-2.517734303334946966e-01
5.873107838861030272e-01,-2.089042278612215919e-01
5.411329922867171849e-01,-2.982663049064730454e-01
6.758827785101579888e-01,-2.577831678481600219e-01
6.284233764303035485e-01,-3.462874535685726007e-01
7.637250577912088056e-01,-3.068229353638805001e-01
7.157473943252998794e-01,-3.948549020339718885e-01
8.513293735802619500e-01,-3.554980033699064457e-01
8.032843643335488837e-01,-4.432975511277799652e-01
