# x,y
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.000000000000000056e-01
1.076604963454961816e-01,-1.234808813968935916e-02
9.285609344426656864e-02,-1.121326312494193983e-01
2.110453836830193108e-01,-3.846447531552332072e-02
1.850558031116051882e-01,-1.360255187418834555e-01
3.100610838664475399e-01,-7.385988911778323951e-02
2.758761475637592775e-01,-1.688408715429658424e-01
4.052258921423890214e-01,-1.154953481559722744e-01
3.652746997896266223e-01,-2.081062035747603123e-01
4.973522619098407760e-01,-1.610865755944085043e-01
4.535493330435532711e-01,-2.518005457540001268e-01
5.873054061940690129e-01,-2.089383588685599091e-01
5.411242112703530394e-01,-2.982980063307638652e-01
6.758761883112499591e-01,-2.578169836431673523e-01
6.284127007501388862e-01,-3.463189503723093643e-01
7.637177846436586925e-01,-3.068631367068182514e-01
7.157347676073907428e-01,-3.948925412627222187e-01
8.513196221584131695e-01,-3.555422158899081975e-01
8.032695093465200831e-01,-4.433394937483930431e-01
