# x,y
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.000000000000000056e-01
1.065340886464683640e-01,-1.095809933490999796e-02
9.419960852454398181e-02,-1.113621814467195548e-01
2.094975793757503646e-01,-3.322695314413873224e-02
1.883932048204801091e-01,-1.321844334381979957e-01
3.092080729330701216e-01,-6.225719935102978081e-02
2.822376653057356299e-01,-1.597115660160851047e-01
4.063318037828093643e-01,-9.516307806879188702e-02
3.759030383089230209e-01,-1.914614860124405904e-01
5.016990554903427713e-01,-1.296949474250273238e-01
4.697739407191745542e-01,-2.253355542988017546e-01
5.961100562553331983e-01,-1.641005818360565804e-01
5.642664927988191303e-01,-2.595618913706397857e-01
5.003635495253005994e-01,-1.342819445095083941e-01
4.687528717647022614e-01,-2.296392434176346420e-01
5.950560776887880987e-01,-1.671837623796435524e-01
5.635084494145937706e-01,-2.623667914702543791e-01
4.997376851478564364e-01,-1.364341661665604000e-01
4.684227633922486977e-01,-2.315028641678066046e-01
